index,name,k2,K1,rAC,rcat,kg(473K),kg(673K),kg(873K),pg(473K),pg(673K),pg(873K),reff(Tg=473K),reff(Tg=673K),reff(Tg=873K)
346,coords_1Kps_087_0206,1.099801e+03,4.169436e+00,8.937182e+02,8.937084e+02,9.069962e-06,2.720557e+00,2.723452e+03,3.212454e-02,1.000000e+00,1.000000e+00,2.870998e+01,8.937084e+02,8.937084e+02
347,coords_1Kps_087_0305,1.029718e+04,1.237828e+01,9.555036e+03,9.553917e+03,2.210592e+01,7.612794e+04,6.950602e+06,1.000000e+00,1.000000e+00,1.000000e+00,9.553917e+03,9.553917e+03,9.553917e+03
348,coords_1Kps_088_0001,7.125028e+03,4.521854e+00,5.875735e+03,5.875312e+03,4.644319e-01,5.775298e+03,1.032117e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.875312e+03,5.875312e+03,5.875312e+03
349,coords_1Kps_088_0206,3.843621e+03,4.882013e+00,3.211223e+03,3.211096e+03,2.230555e-05,4.295272e+00,3.453039e+03,7.716053e-02,1.000000e+00,1.000000e+00,2.477699e+02,3.211096e+03,3.211096e+03
350,coords_1Kps_088_0304,3.585467e+04,1.636405e-01,5.215016e+03,5.214683e+03,4.406640e+01,1.251404e+05,1.026177e+07,1.000000e+00,1.000000e+00,1.000000e+00,5.214683e+03,5.214683e+03,5.214683e+03
351,coords_1Kps_088_0507,7.584625e+03,5.472169e-01,2.751092e+03,2.751000e+03,2.002069e-03,1.143758e+02,4.658407e+04,9.992590e-01,1.000000e+00,1.000000e+00,2.748961e+03,2.751000e+03,2.751000e+03
352,coords_1Kps_089_0003,7.717095e+02,1.857263e+01,7.337272e+02,7.337206e+02,3.989252e+01,1.140380e+05,9.556097e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.337206e+02,7.337206e+02,7.337206e+02
353,coords_1Kps_089_0104,7.851938e+07,1.241953e+01,7.287770e+07,3.849769e+07,7.600961e-18,6.798606e-09,5.178397e-04,2.736346e-14,2.447468e-05,8.449834e-01,1.053430e-06,9.422187e+02,3.252991e+07
354,coords_1Kps_089_0205,2.832434e+04,4.102951e-01,8.472043e+03,8.471163e+03,3.177260e+01,9.602606e+04,8.249653e+06,1.000000e+00,1.000000e+00,1.000000e+00,8.471163e+03,8.471163e+03,8.471163e+03
355,coords_1Kps_090_0005,4.724338e+03,9.560094e-01,2.355488e+03,2.355420e+03,3.679972e+01,1.041810e+05,8.545939e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.355420e+03,2.355420e+03,2.355420e+03
356,coords_1Kps_090_0007,2.993420e+04,1.409144e-01,3.826527e+03,3.826347e+03,4.664272e+01,1.321512e+05,1.081406e+07,1.000000e+00,1.000000e+00,1.000000e+00,3.826347e+03,3.826347e+03,3.826347e+03
357,coords_1Kps_090_0109,7.737604e+02,9.132951e+00,7.000641e+02,7.000581e+02,5.211133e-01,5.379549e+03,8.770752e+05,1.000000e+00,1.000000e+00,1.000000e+00,7.000581e+02,7.000581e+02,7.000581e+02
358,coords_1Kps_090_0206,1.119728e+06,4.028052e-01,3.306110e+05,3.292771e+05,3.359144e-09,9.581280e-03,3.252978e+01,1.209285e-05,1.000000e+00,1.000000e+00,3.981897e+00,3.292771e+05,3.292771e+05
359,coords_1Kps_090_0305,3.322484e+03,8.852362e+00,2.996989e+03,2.996879e+03,2.960457e+00,1.835287e+04,2.268941e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.996879e+03,2.996879e+03,2.996879e+03
360,coords_1Kps_090_0408,1.894514e+04,8.174741e-02,1.484610e+03,1.484583e+03,3.343773e+00,1.952464e+04,2.343027e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.484583e+03,1.484583e+03,1.484583e+03
361,coords_1Kps_091_0001,2.210381e+04,3.610388e-01,6.034408e+03,6.033962e+03,3.349165e-02,8.713148e+02,2.408786e+05,1.000000e+00,1.000000e+00,1.000000e+00,6.033962e+03,6.033962e+03,6.033962e+03
362,coords_1Kps_091_0203,3.822398e+04,2.847103e-01,8.733154e+03,8.732219e+03,2.596572e+01,9.449562e+04,8.844399e+06,1.000000e+00,1.000000e+00,1.000000e+00,8.732219e+03,8.732219e+03,8.732219e+03
363,coords_1Kps_092_0001,7.176084e+03,2.299001e-01,1.384821e+03,1.384797e+03,2.899991e+01,9.703042e+04,8.639198e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.384797e+03,1.384797e+03,1.384797e+03
364,coords_1Kps_092_0203,3.703712e+03,1.351134e+01,3.457673e+03,3.457526e+03,1.982106e-04,2.015260e+01,1.139768e+04,5.101021e-01,1.000000e+00,1.000000e+00,1.763691e+03,3.457526e+03,3.457526e+03
365,coords_1Kps_093_0002,8.441586e+03,1.017567e+01,7.712849e+03,7.712120e+03,4.121606e+01,1.200067e+05,9.956384e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.712120e+03,7.712120e+03,7.712120e+03
366,coords_1Kps_093_0103,2.020986e+05,1.227464e+02,2.005279e+05,2.000363e+05,3.564341e-11,3.790247e-04,2.634294e+00,1.283163e-07,7.444888e-01,1.000000e+00,2.566792e-02,1.489248e+05,2.000363e+05
367,coords_1Kps_094_0004,5.458190e+05,7.165181e-01,2.330755e+05,2.324117e+05,8.719676e-19,1.383439e-09,1.500607e-04,3.139083e-15,4.980368e-06,4.173790e-01,7.295596e-10,1.157496e+00,9.700375e+04
368,coords_1Kps_094_0102,2.290877e+04,3.281343e+00,1.771754e+04,1.771369e+04,4.676011e+01,1.505999e+05,1.352496e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.771369e+04,1.771369e+04,1.771369e+04
369,coords_1Kps_094_0305,4.938893e+04,8.742647e-01,2.352185e+04,2.351507e+04,7.265400e+00,3.836004e+04,4.393856e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.351507e+04,2.351507e+04,2.351507e+04
370,coords_1Kps_095_0003,2.443460e+03,5.987877e-01,9.377608e+02,9.377501e+02,1.325589e+00,1.041157e+04,1.454835e+06,1.000000e+00,1.000000e+00,1.000000e+00,9.377501e+02,9.377501e+02,9.377501e+02
371,coords_1Kps_095_0102,7.965259e+03,5.334042e-01,2.842252e+03,2.842153e+03,7.864994e-06,2.148206e+00,2.029931e+03,2.791690e-02,1.000000e+00,1.000000e+00,7.934408e+01,2.842153e+03,2.842153e+03
372,coords_1Kps_096_0106,5.596778e+04,6.369039e-02,3.477250e+03,3.477102e+03,8.451742e-01,7.981654e+03,1.231777e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.477102e+03,3.477102e+03,3.477102e+03
373,coords_1Kps_096_0209,3.529729e+03,1.191339e+00,1.953344e+03,1.953297e+03,2.212671e-02,6.020860e+02,1.649995e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.953297e+03,1.953297e+03,1.953297e+03
374,coords_1Kps_096_0308,2.078197e+04,4.031117e+00,1.677991e+04,1.677646e+04,1.058928e+01,4.653007e+04,4.811892e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.677646e+04,1.677646e+04,1.677646e+04
375,coords_1Kps_096_0407,2.561834e+08,1.478086e-03,3.932463e+05,3.913604e+05,1.560971e-22,3.788490e-12,1.769250e-06,5.619496e-19,1.363856e-08,6.349058e-03,2.199248e-13,5.337594e-03,2.484770e+03
376,coords_1Kps_097_0007,3.991018e+03,2.601543e-01,8.499439e+02,8.499351e+02,1.761297e-02,4.889470e+02,1.340573e+05,1.000000e+00,1.000000e+00,1.000000e+00,8.499351e+02,8.499351e+02,8.499351e+02
377,coords_1Kps_097_0105,2.716951e+05,7.569022e-02,1.982857e+04,1.982375e+04,3.077485e+01,1.069814e+05,9.692004e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.982375e+04,1.982375e+04,1.982375e+04
378,coords_1Kps_097_0204,2.362978e+04,2.901099e+00,1.774803e+04,1.774417e+04,7.016961e-06,2.108223e+00,2.112524e+03,2.494467e-02,1.000000e+00,1.000000e+00,4.426226e+02,1.774417e+04,1.774417e+04
379,coords_1Kps_097_0306,4.497364e+03,2.056107e-01,7.923494e+02,7.923417e+02,3.391611e+01,9.903868e+04,8.354178e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.923417e+02,7.923417e+02,7.923417e+02
380,coords_1Kps_098_0003,2.731515e+04,1.206833e-01,3.046329e+03,3.046216e+03,2.248556e+00,1.583749e+04,2.093706e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.046216e+03,3.046216e+03,3.046216e+03
381,coords_1Kps_098_0102,3.307910e+05,4.882013e+00,2.763654e+05,2.754326e+05,8.006644e-08,8.564153e-02,1.744826e+02,2.881976e-04,1.000000e+00,1.000000e+00,7.937902e+01,2.754326e+05,2.754326e+05
382,coords_1Kps_099_0003,2.549683e+04,2.363950e+00,1.812520e+04,1.812118e+04,3.544983e-06,1.248038e+00,1.364978e+03,1.268085e-02,1.000000e+00,1.000000e+00,2.297920e+02,1.812118e+04,1.812118e+04
383,coords_1Kps_099_0102,1.630037e+05,7.169856e-01,6.963183e+04,6.957246e+04,9.829145e-02,1.782579e+03,3.977919e+05,1.000000e+00,1.000000e+00,1.000000e+00,6.957246e+04,6.957246e+04,6.957246e+04
384,coords_1Kps_099_0406,7.200909e+04,1.001387e+00,3.673744e+04,3.672090e+04,5.784885e+00,3.358332e+04,4.042024e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.672090e+04,3.672090e+04,3.672090e+04
385,coords_1Kps_099_0507,5.594144e+03,1.434015e-02,8.221265e+01,8.221257e+01,1.550250e+01,6.137492e+04,5.960255e+06,1.000000e+00,1.000000e+00,1.000000e+00,8.221257e+01,8.221257e+01,8.221257e+01
386,coords_1Kps_100_0103,2.651290e+08,2.016864e-01,4.597372e+07,2.940699e+07,9.027036e-15,1.097783e-06,2.864705e-02,3.249733e-11,3.944219e-03,1.000000e+00,9.556485e-04,1.159876e+05,2.940699e+07
387,coords_1Kps_100_0405,5.366895e+03,2.078260e+00,3.669385e+03,3.669220e+03,1.033276e-04,1.566725e+01,1.051841e+04,3.106315e-01,1.000000e+00,1.000000e+00,1.139776e+03,3.669220e+03,3.669220e+03
