index,name,k2,K1,rAC,rcat,kg(473K),kg(673K),kg(873K),pg(473K),pg(673K),pg(873K),reff(Tg=473K),reff(Tg=673K),reff(Tg=873K)
114,coords_1Kps_035_0008,5.034261e+03,5.472169e-01,1.826026e+03,1.825985e+03,5.675498e-02,1.167907e+03,2.745544e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.825985e+03,1.825985e+03,1.825985e+03
115,coords_1Kps_035_0105,8.091590e+02,2.708180e-01,1.778330e+02,1.778326e+02,1.740582e-02,4.691080e+02,1.291045e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.778326e+02,1.778326e+02,1.778326e+02
116,coords_1Kps_035_0203,2.607186e+04,3.787199e-01,7.367768e+03,7.367103e+03,1.888927e+01,6.885889e+04,6.445591e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.367103e+03,7.367103e+03,7.367103e+03
117,coords_1Kps_035_0409,7.074082e+03,8.462569e+00,6.352387e+03,6.351892e+03,6.492691e-06,1.878025e+00,1.862268e+03,2.310264e-02,1.000000e+00,1.000000e+00,1.467455e+02,6.351892e+03,6.351892e+03
118,coords_1Kps_035_0607,1.877188e+03,1.619368e-01,2.706018e+02,2.706009e+02,1.155493e-01,1.841739e+03,3.748486e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.706009e+02,2.706009e+02,2.706009e+02
119,coords_1Kps_036_0004,6.063790e+03,1.038227e+00,3.148330e+03,3.148209e+03,3.342125e+01,9.867569e+04,8.288277e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.148209e+03,3.148209e+03,3.148209e+03
120,coords_1Kps_036_0107,2.492270e+04,1.052868e+00,1.302701e+04,1.302493e+04,2.372686e-06,9.432288e-01,1.102011e+03,8.505293e-03,1.000000e+00,1.000000e+00,1.107809e+02,1.302493e+04,1.302493e+04
121,coords_1Kps_036_0205,5.597459e+07,5.334042e-01,1.997347e+07,1.604612e+07,1.221790e-10,9.266762e-04,5.359355e+00,4.398442e-07,9.644222e-01,1.000000e+00,7.057792e+00,1.547523e+07,1.604612e+07
122,coords_1Kps_036_0306,2.179097e+04,1.122726e+01,2.007212e+04,2.006719e+04,2.681709e+01,8.539705e+04,7.493818e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.006719e+04,2.006719e+04,2.006719e+04
123,coords_1Kps_037_0001,5.551921e+03,1.989958e+01,5.296047e+03,5.295703e+03,3.003254e+01,9.076534e+04,7.707414e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.295703e+03,5.295703e+03,5.295703e+03
124,coords_1Kps_037_0207,2.332614e+04,1.408388e+00,1.386276e+04,1.386040e+04,1.634236e-07,1.459219e-01,2.651640e+02,5.881520e-04,1.000000e+00,1.000000e+00,8.152025e+00,1.386040e+04,1.386040e+04
125,coords_1Kps_037_0305,2.303546e+04,1.778673e+00,1.495291e+04,1.495017e+04,8.378737e+01,2.661622e+05,2.369568e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.495017e+04,1.495017e+04,1.495017e+04
126,coords_1Kps_037_0406,1.371790e+04,7.319839e-01,5.929599e+03,5.929169e+03,3.956284e-03,1.987628e+02,7.785538e+04,9.999993e-01,1.000000e+00,1.000000e+00,5.929165e+03,5.929169e+03,5.929169e+03
127,coords_1Kps_038_0005,2.175865e+04,1.860042e-01,3.527166e+03,3.527013e+03,3.150992e-04,3.687400e+01,2.276857e+04,6.783712e-01,1.000000e+00,1.000000e+00,2.392624e+03,3.527013e+03,3.527013e+03
128,coords_1Kps_038_0102,4.775380e+05,6.193521e+03,4.774639e+05,4.746866e+05,1.477242e-11,2.140287e-04,1.785049e+00,5.318070e-08,5.372198e-01,1.000000e+00,2.524416e-02,2.550110e+05,4.746866e+05
129,coords_1Kps_038_0306,1.922988e+04,8.174741e-02,1.506924e+03,1.506896e+03,1.208142e-01,2.027630e+03,4.197556e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.506896e+03,1.506896e+03,1.506896e+03
130,coords_1Kps_038_0407,3.970158e+03,2.351071e-01,7.800929e+02,7.800854e+02,2.827113e+01,8.732598e+04,7.535329e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.800854e+02,7.800854e+02,7.800854e+02
131,coords_1Kps_038_0809,1.636170e+03,9.668577e+00,1.488187e+03,1.488160e+03,7.347903e+00,3.356196e+04,3.526530e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.488160e+03,1.488160e+03,1.488160e+03
132,coords_1Kps_039_0005,1.079442e+04,2.351628e+00,7.661935e+03,7.661216e+03,2.675044e+01,9.069342e+04,8.126021e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.661216e+03,7.661216e+03,7.661216e+03
133,coords_1Kps_039_0108,7.214986e+03,1.614456e+00,4.522042e+03,4.521792e+03,7.889180e-02,1.427244e+03,3.076461e+05,1.000000e+00,1.000000e+00,1.000000e+00,4.521792e+03,4.521792e+03,4.521792e+03
134,coords_1Kps_039_0210,3.269604e+05,6.803463e+03,3.269142e+05,3.256098e+05,4.602065e-11,4.612822e-04,3.142629e+00,1.656743e-07,8.099781e-01,1.000000e+00,5.394518e-02,2.637368e+05,3.256098e+05
135,coords_1Kps_039_0307,7.431842e+03,1.140672e+00,4.032764e+03,4.032565e+03,7.762977e+01,2.025635e+05,1.592960e+07,1.000000e+00,1.000000e+00,1.000000e+00,4.032565e+03,4.032565e+03,4.032565e+03
136,coords_1Kps_039_0406,8.084084e+03,1.375458e+01,7.555931e+03,7.555231e+03,7.013017e+01,1.843679e+05,1.458644e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.555231e+03,7.555231e+03,7.555231e+03
137,coords_1Kps_039_0911,2.197455e+04,4.689832e+00,1.823608e+04,1.823201e+04,2.717324e+01,9.141132e+04,8.253578e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.823201e+04,1.823201e+04,1.823201e+04
138,coords_1Kps_040_0003,8.453036e+03,7.173325e-01,3.611963e+03,3.611803e+03,4.036317e+01,1.116091e+05,9.043154e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.611803e+03,3.611803e+03,3.611803e+03
139,coords_1Kps_040_0105,1.306166e+04,1.177015e+00,7.189219e+03,7.188586e+03,4.174806e+01,1.300416e+05,1.132759e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.188586e+03,7.188586e+03,7.188586e+03
140,coords_1Kps_040_0204,2.052215e+05,1.410331e-01,2.625300e+04,2.624456e+04,3.951919e-02,1.003262e+03,2.585020e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.624456e+04,2.624456e+04,2.624456e+04
141,coords_1Kps_041_0003,3.437196e+05,3.860167e-02,1.326769e+04,1.326554e+04,7.679030e+00,3.721667e+04,4.018556e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.326554e+04,1.326554e+04,1.326554e+04
142,coords_1Kps_041_0102,2.031080e+05,4.965634e-01,6.917440e+04,6.911581e+04,1.246286e+00,1.136978e+04,1.721705e+06,1.000000e+00,1.000000e+00,1.000000e+00,6.911581e+04,6.911581e+04,6.911581e+04
143,coords_1Kps_042_0001,1.640055e+03,4.456187e+00,1.349004e+03,1.348982e+03,1.644372e+01,7.087823e+04,7.135294e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.348982e+03,1.348982e+03,1.348982e+03
144,coords_1Kps_042_0208,2.085212e+02,1.430148e+01,1.953861e+02,1.953857e+02,2.442832e-01,3.178862e+03,5.851903e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.953857e+02,1.953857e+02,1.953857e+02
145,coords_1Kps_042_0305,1.259624e+05,2.995052e-01,2.991931e+04,2.990834e+04,8.295515e+00,3.793466e+04,4.045472e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.990834e+04,2.990834e+04,2.990834e+04
146,coords_1Kps_042_0409,1.452007e+04,1.619368e-01,2.093108e+03,2.093054e+03,8.193107e-04,5.763532e+01,2.596153e+04,9.476351e-01,1.000000e+00,1.000000e+00,1.983452e+03,2.093054e+03,2.093054e+03
147,coords_1Kps_042_0611,1.450549e+04,1.778673e+00,9.415886e+03,9.414799e+03,4.906988e+01,1.414223e+05,1.192461e+07,1.000000e+00,1.000000e+00,1.000000e+00,9.414799e+03,9.414799e+03,9.414799e+03
148,coords_1Kps_042_0710,7.390560e+03,1.038227e+00,3.837192e+03,3.837011e+03,3.503276e+01,1.022051e+05,8.511325e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.837011e+03,3.837011e+03,3.837011e+03
149,coords_1Kps_043_0001,1.999749e+04,1.839554e+01,1.900425e+04,1.899982e+04,1.410646e+01,4.962205e+04,4.476293e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.899982e+04,1.899982e+04,1.899982e+04
150,coords_1Kps_043_0208,3.432847e+04,2.700476e+00,2.531554e+04,2.530769e+04,5.795946e+01,1.606899e+05,1.295635e+07,1.000000e+00,1.000000e+00,1.000000e+00,2.530769e+04,2.530769e+04,2.530769e+04
151,coords_1Kps_043_0307,4.966545e+04,1.636403e-01,7.223772e+03,7.223132e+03,2.677117e+01,1.018370e+05,9.695310e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.223132e+03,7.223132e+03,7.223132e+03
152,coords_1Kps_043_0405,1.316867e+05,7.169856e-01,5.625384e+04,5.621509e+04,1.081440e+01,4.668340e+04,4.807694e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.621509e+04,5.621509e+04,5.621509e+04
153,coords_1Kps_043_0609,4.002244e+03,8.689892e-01,1.900058e+03,1.900013e+03,2.381001e-02,6.349465e+02,1.718444e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.900013e+03,1.900013e+03,1.900013e+03
154,coords_1Kps_044_0002,4.847236e+03,5.958253e-02,2.828661e+02,2.828651e+02,6.974211e+01,1.843928e+05,1.453294e+07,1.000000e+00,1.000000e+00,1.000000e+00,2.828651e+02,2.828651e+02,2.828651e+02
155,coords_1Kps_044_0110,3.100147e+03,1.458062e-01,4.082413e+02,4.082392e+02,8.153631e-05,1.284358e+01,8.857149e+03,2.543737e-01,1.000000e+00,1.000000e+00,1.038453e+02,4.082392e+02,4.082392e+02
156,coords_1Kps_044_0309,4.993152e+03,7.610307e-01,2.206109e+03,2.206049e+03,4.233904e+01,1.218052e+05,1.021661e+07,1.000000e+00,1.000000e+00,1.000000e+00,2.206049e+03,2.206049e+03,2.206049e+03
157,coords_1Kps_044_0407,4.546118e+04,6.425645e+00,3.954437e+04,3.952522e+04,9.594902e-05,1.427691e+01,9.939522e+03,2.920745e-01,1.000000e+00,1.000000e+00,1.154431e+04,3.952522e+04,3.952522e+04
158,coords_1Kps_044_0508,7.274533e+03,1.174114e-01,7.916927e+02,7.916850e+02,4.080723e-04,3.425097e+01,1.711029e+04,7.698584e-01,1.000000e+00,1.000000e+00,6.094854e+02,7.916850e+02,7.916850e+02
159,coords_1Kps_044_0611,3.964440e+03,7.564537e-02,2.891696e+02,2.891686e+02,2.985267e+01,9.413028e+04,8.128816e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.891686e+02,2.891686e+02,2.891686e+02
160,coords_1Kps_045_0005,1.521334e+03,1.518774e+01,1.430762e+03,1.430737e+03,1.682901e+01,5.873321e+04,5.389996e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.430737e+03,1.430737e+03,1.430737e+03
161,coords_1Kps_045_0207,2.400863e+04,6.369039e-02,1.491644e+03,1.491617e+03,3.757725e+01,1.136479e+05,9.613367e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.491617e+03,1.491617e+03,1.491617e+03
162,coords_1Kps_045_0406,1.734084e+07,4.196577e-03,7.536243e+04,7.529290e+04,3.745060e-20,1.298904e-10,2.091609e-05,1.348222e-16,4.676053e-07,7.253286e-02,1.015115e-11,3.520736e-02,5.461209e+03
163,coords_1Kps_045_0809,9.137594e+03,1.308019e+01,8.511941e+03,8.511053e+03,4.336353e+01,1.266059e+05,1.051340e+07,1.000000e+00,1.000000e+00,1.000000e+00,8.511053e+03,8.511053e+03,8.511053e+03
164,coords_1Kps_046_0002,1.509899e+05,2.544661e-02,3.893261e+03,3.893076e+03,1.195220e+01,4.968903e+04,4.978107e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.893076e+03,3.893076e+03,3.893076e+03
165,coords_1Kps_046_0107,8.052220e+03,1.308217e+01,7.500961e+03,7.500271e+03,3.790394e-05,7.387915e+00,5.825666e+03,1.275537e-01,1.000000e+00,1.000000e+00,9.566874e+02,7.500271e+03,7.500271e+03
166,coords_1Kps_046_0305,3.081928e+03,3.349204e+01,2.995926e+03,2.995816e+03,1.086409e+01,4.381450e+04,4.294251e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.995816e+03,2.995816e+03,2.995816e+03
167,coords_1Kps_046_0406,3.706281e+04,3.442230e+00,2.897105e+04,2.896077e+04,2.497979e+01,8.192422e+04,7.276011e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.896077e+04,2.896077e+04,2.896077e+04
168,coords_1Kps_046_0810,3.705820e+04,2.710964e-01,8.151001e+03,8.150187e+03,6.218943e+01,1.675736e+05,1.334784e+07,1.000000e+00,1.000000e+00,1.000000e+00,8.150187e+03,8.150187e+03,8.150187e+03
169,coords_1Kps_046_0911,1.280022e+04,4.628069e+00,1.059849e+04,1.059712e+04,1.689664e+01,6.585505e+04,6.393361e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.059712e+04,1.059712e+04,1.059712e+04
170,coords_1Kps_047_0001,1.092085e+04,2.820097e+00,8.144286e+03,8.143473e+03,5.050188e+00,2.839293e+04,3.318516e+06,1.000000e+00,1.000000e+00,1.000000e+00,8.143473e+03,8.143473e+03,8.143473e+03
171,coords_1Kps_047_0203,5.122141e+03,1.114866e-01,5.322395e+02,5.322361e+02,1.352961e-01,2.059819e+03,4.126195e+05,1.000000e+00,1.000000e+00,1.000000e+00,5.322361e+02,5.322361e+02,5.322361e+02
172,coords_1Kps_047_0406,2.513891e+03,3.273603e-01,6.385417e+02,6.385367e+02,3.869810e+01,1.140866e+05,9.520100e+06,1.000000e+00,1.000000e+00,1.000000e+00,6.385367e+02,6.385367e+02,6.385367e+02
173,coords_1Kps_047_0507,4.188196e+03,2.056107e-01,7.378798e+02,7.378731e+02,3.054875e+01,9.381288e+04,8.224840e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.378731e+02,7.378731e+02,7.378731e+02
174,coords_1Kps_048_0001,2.459126e+04,3.545264e-01,6.625016e+03,6.624478e+03,1.781599e+02,4.643439e+05,3.649562e+07,1.000000e+00,1.000000e+00,1.000000e+00,6.624478e+03,6.624478e+03,6.624478e+03
175,coords_1Kps_048_0208,1.306980e+04,2.605820e+00,9.547273e+03,9.546156e+03,3.209747e+00,1.955972e+04,2.381484e+06,1.000000e+00,1.000000e+00,1.000000e+00,9.546156e+03,9.546156e+03,9.546156e+03
176,coords_1Kps_048_0307,3.949026e+03,2.060059e-03,8.443474e+00,8.443473e+00,6.126597e-06,1.717268e+00,1.667203e+03,2.181430e-02,1.000000e+00,1.000000e+00,1.841884e-01,8.443473e+00,8.443473e+00
177,coords_1Kps_048_0409,1.990716e+03,1.115589e-01,2.069747e+02,2.069742e+02,8.895498e-01,7.690517e+03,1.133034e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.069742e+02,2.069742e+02,2.069742e+02
178,coords_1Kps_048_0506,6.459035e+04,3.405630e-02,2.209676e+03,2.209616e+03,1.399111e+01,5.256412e+04,4.987655e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.209616e+03,2.209616e+03,2.209616e+03
179,coords_1Kps_049_0007,6.056593e+03,1.228194e+01,5.616901e+03,5.616514e+03,2.172473e+00,1.446855e+04,1.843612e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.616514e+03,5.616514e+03,5.616514e+03
180,coords_1Kps_049_0102,1.759021e+04,4.825438e-01,5.878243e+03,5.877820e+03,6.675915e+00,3.073774e+04,3.238161e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.877820e+03,5.877820e+03,5.877820e+03
181,coords_1Kps_049_0306,2.961451e+08,1.771407e-03,5.446337e+05,5.410230e+05,4.757330e-11,4.675819e-04,3.150617e+00,1.712639e-07,8.142391e-01,1.000000e+00,9.265768e-02,4.405221e+05,5.410230e+05
182,coords_1Kps_049_0405,6.027546e+03,9.761881e-01,3.036724e+03,3.036611e+03,5.158489e-01,5.291617e+03,8.521921e+05,1.000000e+00,1.000000e+00,1.000000e+00,3.036611e+03,3.036611e+03,3.036611e+03
183,coords_1Kps_049_0507,3.686795e+03,2.056108e-01,6.495427e+02,6.495375e+02,5.116243e+01,1.435438e+05,1.184600e+07,1.000000e+00,1.000000e+00,1.000000e+00,6.495375e+02,6.495375e+02,6.495375e+02
184,coords_1Kps_050_0001,1.801888e+04,1.574089e-01,2.535062e+03,2.534983e+03,3.879657e+00,2.141745e+04,2.491125e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.534983e+03,2.534983e+03,2.534983e+03
185,coords_1Kps_050_0206,4.255037e+03,4.825438e-01,1.421936e+03,1.421911e+03,3.406617e+01,1.067159e+05,9.177154e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.421911e+03,1.421911e+03,1.421911e+03
186,coords_1Kps_050_0305,7.290594e+04,7.876163e-02,5.520305e+03,5.519932e+03,1.178859e+01,4.816240e+04,4.777429e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.519932e+03,5.519932e+03,5.519932e+03
187,coords_1Kps_050_0407,1.707592e+03,7.333214e-01,7.388761e+02,7.388694e+02,4.433902e+01,1.257866e+05,1.037370e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.388694e+02,7.388694e+02,7.388694e+02
188,coords_1Kps_051_0005,1.170482e+06,3.889992e-02,4.551650e+04,4.549113e+04,1.741071e-13,8.843159e-06,1.472745e-01,6.267856e-10,3.133396e-02,1.000000e+00,2.851319e-05,1.425417e+03,4.549113e+04
189,coords_1Kps_051_0104,2.859629e+03,3.663658e-01,7.890281e+02,7.890205e+02,1.088873e+01,4.602556e+04,4.658758e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.890205e+02,7.890205e+02,7.890205e+02
190,coords_1Kps_051_0203,2.811324e+03,2.711070e+00,2.075341e+03,2.075288e+03,7.770288e-05,1.129526e+01,7.660863e+03,2.440125e-01,1.000000e+00,1.000000e+00,5.063962e+02,2.075288e+03,2.075288e+03
191,coords_1Kps_052_0006,2.615526e+03,1.336180e+01,2.439961e+03,2.439888e+03,4.093507e+00,2.269672e+04,2.633928e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.439888e+03,2.439888e+03,2.439888e+03
192,coords_1Kps_052_0104,3.612332e+03,6.592209e+00,3.152552e+03,3.152430e+03,1.161955e+00,8.998018e+03,1.235163e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.152430e+03,3.152430e+03,3.152430e+03
193,coords_1Kps_052_0207,4.683079e+03,5.209909e-01,1.645846e+03,1.645813e+03,4.734266e+01,1.311147e+05,1.061905e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.645813e+03,1.645813e+03,1.645813e+03
194,coords_1Kps_052_0305,3.420921e+03,6.780609e-02,2.253697e+02,2.253691e+02,3.523714e-02,7.574386e+02,1.829682e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.253691e+02,2.253691e+02,2.253691e+02
195,coords_1Kps_053_0004,8.787654e+04,8.472012e-02,7.116466e+03,7.115845e+03,4.473414e-01,5.646153e+03,1.006988e+06,1.000000e+00,1.000000e+00,1.000000e+00,7.115845e+03,7.115845e+03,7.115845e+03
196,coords_1Kps_053_0107,2.870912e+03,2.811787e-01,6.496312e+02,6.496260e+02,3.300779e+01,9.334526e+04,7.876130e+06,1.000000e+00,1.000000e+00,1.000000e+00,6.496260e+02,6.496260e+02,6.496260e+02
197,coords_1Kps_053_0205,3.192920e+03,1.465127e+01,2.996299e+03,2.996189e+03,3.106875e-01,3.615234e+03,6.238406e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.996189e+03,2.996189e+03,2.996189e+03
198,coords_1Kps_053_0306,2.148661e+04,3.757027e+00,1.710850e+04,1.710492e+04,1.016519e+01,4.351978e+04,4.450926e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.710492e+04,1.710492e+04,1.710492e+04
199,coords_1Kps_053_0809,2.034113e+03,3.046544e-01,4.894619e+02,4.894589e+02,9.187929e-05,1.218977e+01,7.978930e+03,2.816264e-01,1.000000e+00,1.000000e+00,1.378445e+02,4.894589e+02,4.894589e+02
200,coords_1Kps_054_0008,4.969497e+04,2.710964e-01,1.093047e+04,1.092901e+04,3.409176e+01,1.045439e+05,8.898920e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.092901e+04,1.092901e+04,1.092901e+04
201,coords_1Kps_054_0102,6.100327e+03,5.948553e-01,2.331710e+03,2.331643e+03,2.507960e+00,1.646398e+04,2.079487e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.331643e+03,2.331643e+03,2.331643e+03
202,coords_1Kps_054_0305,9.442721e+04,6.157531e-02,5.683616e+03,5.683220e+03,2.772825e-02,7.790737e+02,2.160744e+05,1.000000e+00,1.000000e+00,1.000000e+00,5.683220e+03,5.683220e+03,5.683220e+03
203,coords_1Kps_054_0409,5.900233e+03,1.037045e+01,5.399639e+03,5.399281e+03,3.768151e+01,1.078459e+05,8.851551e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.399281e+03,5.399281e+03,5.399281e+03
204,coords_1Kps_054_0607,6.791380e+03,1.050253e+01,6.221816e+03,6.221342e+03,5.625365e+01,1.532414e+05,1.227460e+07,1.000000e+00,1.000000e+00,1.000000e+00,6.221342e+03,6.221342e+03,6.221342e+03
205,coords_1Kps_055_0001,8.589917e+03,9.260901e+00,7.782017e+03,7.781275e+03,8.585164e-02,1.518035e+03,3.308006e+05,1.000000e+00,1.000000e+00,1.000000e+00,7.781275e+03,7.781275e+03,7.781275e+03
206,coords_1Kps_056_0007,6.695035e+03,1.182365e+01,6.191571e+03,6.191101e+03,4.931648e+01,1.339936e+05,1.077187e+07,1.000000e+00,1.000000e+00,1.000000e+00,6.191101e+03,6.191101e+03,6.191101e+03
207,coords_1Kps_056_0103,3.438226e+03,4.250745e+00,2.804015e+03,2.803918e+03,2.117419e+01,7.904156e+04,7.554349e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.803918e+03,2.803918e+03,2.803918e+03
208,coords_1Kps_056_0209,6.049748e+03,9.021600e-02,5.189794e+02,5.189761e+02,8.786516e+00,3.778054e+04,3.829119e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.189761e+02,5.189761e+02,5.189761e+02
209,coords_1Kps_056_0405,3.432703e+04,3.086852e+00,2.617466e+04,2.616626e+04,7.847617e+00,4.670075e+04,5.738882e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.616626e+04,2.616626e+04,2.616626e+04
210,coords_1Kps_056_0410,9.855201e+02,5.125284e-01,3.426868e+02,3.426854e+02,8.034672e-01,7.253656e+03,1.102188e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.426854e+02,3.426854e+02,3.426854e+02
211,coords_1Kps_056_0508,1.360484e+03,1.694149e-01,2.038172e+02,2.038167e+02,4.798259e+00,2.468182e+04,2.756160e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.038167e+02,2.038167e+02,2.038167e+02
212,coords_1Kps_056_0611,3.713353e+03,7.520174e-01,1.629756e+03,1.629724e+03,3.108430e+01,9.221092e+04,7.781913e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.629724e+03,1.629724e+03,1.629724e+03
213,coords_1Kps_057_0003,9.489753e+03,2.356790e+00,6.740160e+03,6.739604e+03,8.153161e+01,2.170258e+05,1.713995e+07,1.000000e+00,1.000000e+00,1.000000e+00,6.739604e+03,6.739604e+03,6.739604e+03
214,coords_1Kps_057_0102,1.572430e+03,6.780609e-02,1.035914e+02,1.035913e+02,2.794468e+00,1.733581e+04,2.140526e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.035913e+02,1.035913e+02,1.035913e+02
215,coords_1Kps_057_0405,3.174187e+03,6.682553e-02,2.062874e+02,2.062869e+02,2.074483e+01,8.360213e+04,8.324810e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.062869e+02,2.062869e+02,2.062869e+02
216,coords_1Kps_058_0005,1.110973e+03,1.694149e-01,1.664374e+02,1.664371e+02,1.143823e+01,4.642853e+04,4.576145e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.664371e+02,1.664371e+02,1.664371e+02
217,coords_1Kps_058_0104,7.052140e+05,1.705384e-01,1.062448e+05,1.061067e+05,1.265026e+01,6.176948e+04,6.662491e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.061067e+05,1.061067e+05,1.061067e+05
218,coords_1Kps_058_0203,3.469719e+04,1.434015e-02,5.099168e+02,5.099137e+02,4.959014e+01,1.488379e+05,1.261920e+07,1.000000e+00,1.000000e+00,1.000000e+00,5.099137e+02,5.099137e+02,5.099137e+02
219,coords_1Kps_059_0003,3.102183e+03,2.713154e+00,2.290516e+03,2.290452e+03,8.357504e-02,1.419298e+03,2.983677e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.290452e+03,2.290452e+03,2.290452e+03
220,coords_1Kps_059_0107,6.338313e+03,1.228717e+00,3.555918e+03,3.555763e+03,2.381391e+01,8.227245e+04,7.459148e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.555763e+03,3.555763e+03,3.555763e+03
221,coords_1Kps_059_0204,8.865858e+02,9.125868e+00,8.020842e+02,8.020764e+02,3.077399e+01,9.395526e+04,7.953991e+06,1.000000e+00,1.000000e+00,1.000000e+00,8.020764e+02,8.020764e+02,8.020764e+02
222,coords_1Kps_059_0506,5.490702e+03,4.498959e+01,5.375820e+03,5.375466e+03,7.373118e-06,2.010225e+00,1.933805e+03,2.619405e-02,1.000000e+00,1.000000e+00,1.408052e+02,5.375466e+03,5.375466e+03
223,coords_1Kps_060_0005,1.079229e+05,5.312874e-01,3.841181e+04,3.839374e+04,2.209620e+01,1.039723e+05,1.127699e+07,1.000000e+00,1.000000e+00,1.000000e+00,3.839374e+04,3.839374e+04,3.839374e+04
224,coords_1Kps_060_0104,3.666645e+03,2.836763e+00,2.738512e+03,2.738420e+03,4.518953e-02,9.791302e+02,2.372735e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.738420e+03,2.738420e+03,2.738420e+03
225,coords_1Kps_060_0203,6.604786e+03,1.260927e+01,6.136862e+03,6.136400e+03,1.599067e+01,5.931452e+04,5.601886e+06,1.000000e+00,1.000000e+00,1.000000e+00,6.136400e+03,6.136400e+03,6.136400e+03
226,coords_1Kps_061_0002,4.136420e+03,9.662313e+00,3.762080e+03,3.761906e+03,3.461455e+01,1.043160e+05,8.861056e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.761906e+03,3.761906e+03,3.761906e+03
227,coords_1Kps_061_0103,5.415899e+03,1.467236e+00,3.271917e+03,3.271786e+03,4.817310e+01,1.284731e+05,1.019408e+07,1.000000e+00,1.000000e+00,1.000000e+00,3.271786e+03,3.271786e+03,3.271786e+03
228,coords_1Kps_062_0003,3.699595e+03,4.613701e-01,1.199662e+03,1.199644e+03,1.043354e+01,4.306455e+04,4.276037e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.199644e+03,1.199644e+03,1.199644e+03
229,coords_1Kps_062_0105,8.593401e+03,2.908296e+01,8.318408e+03,8.317561e+03,2.541651e-05,4.907684e+00,3.874049e+03,8.743818e-02,1.000000e+00,1.000000e+00,7.272724e+02,8.317561e+03,8.317561e+03
